"model","template","temperature","run","project","startLine","startColumn","endLine","endColumn","originalCode","replacement","promptId","completionId","reason","lv"
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","pull-stream",5,6,5,47,"typeof a === 'function' && a.length === 1","typeof a === 'function' && a.length === 2",10,9,"if/test",1
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","pull-stream",5,6,5,47,"typeof a === 'function' && a.length === 1","typeof a === 'function' && a.length === 0",10,9,"if/test",1
"codellama-34b-instruct","noexplanation","0.0","372","pull-stream",5,6,5,47,"typeof a === 'function' && a.length === 1","typeof a === 'function' && a.length === 2",10,9,"if/test",1
"codellama-34b-instruct","noexplanation","0.0","372","pull-stream",5,6,5,47,"typeof a === 'function' && a.length === 1","typeof a === 'function' && a.length === 0",10,9,"if/test",1
"codellama-34b-instruct","noinstructions","0.0","378","pull-stream",5,6,5,47,"typeof a === 'function' && a.length === 1","typeof a === 'function' && a.length === 2",10,9,"if/test",1
"codellama-34b-instruct","noinstructions","0.0","378","pull-stream",5,6,5,47,"typeof a === 'function' && a.length === 1","typeof a === 'function' && a.length === 0",10,9,"if/test",1
"codellama-34b-instruct","onemutation","0.0","365","pull-stream",5,6,5,47,"typeof a === 'function' && a.length === 1","typeof a === 'function' && a.length === 2",10,9,"if/test",1
"codellama-34b-instruct","onemutation","0.0","365","pull-stream",7,4,8,28,"for(var i = 0; i < length; i++)
      args[i] = arguments[i]","for(var i = 1; i < length; i++)
      args[i] = arguments[i]",11,10,"for/init",1
"mixtral-8x7b-instruct","full","0.0","360","pull-stream",5,6,5,47,"typeof a === 'function' && a.length === 1","typeof a === 'function' && a.length == 1",10,9,"if/test",1
"mixtral-8x7b-instruct","full","0.0","360","pull-stream",7,19,7,29,"i < length","i <= length",12,11,"for/test",1
"codellama-13b-instruct","full","0.0","354","q",38,8,38,39,"typeof bootstrap === ""function""","typeof bootstrap !== ""function""",1,0,"if/test",1
"codellama-13b-instruct","full","0.0","354","q",50,15,50,41,"typeof ses !== ""undefined""","typeof ses === ""undefined""",12,11,"if/test",1
"codellama-34b-instruct","basic","0.0","390","q",697,8,697,38,"typeof resolver !== ""function""","typeof resolver === ""function""",286,285,"if/test",1
"codellama-34b-instruct","basic","0.0","390","q",885,16,885,20,"done","!done",365,364,"if/test",1
"codellama-34b-instruct","full","0.0","312","q",38,8,38,39,"typeof bootstrap === ""function""","typeof bootstrap !== ""function""",1,0,"if/test",1
"codellama-34b-instruct","full","0.0","312","q",42,15,42,72,"typeof exports === ""object"" && typeof module === ""object""","typeof exports !== ""object"" && typeof module === ""object""",6,5,"if/test",1
"codellama-34b-instruct","full","0.25","348","q",38,8,38,39,"typeof bootstrap === ""function""","typeof bootstrap !== ""function""",1,0,"if/test",1
"codellama-34b-instruct","full","0.25","348","q",42,15,42,72,"typeof exports === ""object"" && typeof module === ""object""","typeof exports !== ""object"" && typeof module === ""object""",6,5,"if/test",1
"codellama-34b-instruct","full","0.5","318","q",38,8,38,39,"typeof bootstrap === ""function""","typeof bootstrap !== ""function""",1,0,"if/test",1
"codellama-34b-instruct","full","0.5","318","q",46,15,46,57,"typeof define === ""function"" && define.amd","typeof define !== ""function"" && define.amd",9,8,"if/test",1
"codellama-34b-instruct","full","1.0","341","q",51,13,51,19,"ses.ok","!ses.ok",14,13,"call/callee",1
"codellama-34b-instruct","full","1.0","341","q",121,16,121,22,"domain","!domain",22,21,"if/test",1
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","q",38,8,38,39,"typeof bootstrap === ""function""","typeof bootstrap !== ""function""",1,0,"if/test",1
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","q",50,15,50,41,"typeof ses !== ""undefined""","typeof ses === ""undefined""",12,11,"if/test",1
"codellama-34b-instruct","noexplanation","0.0","372","q",38,8,38,39,"typeof bootstrap === ""function""","typeof bootstrap !== ""function""",1,0,"if/test",1
"codellama-34b-instruct","noexplanation","0.0","372","q",51,13,51,19,"ses.ok","!ses.ok",14,13,"call/callee",1
"codellama-34b-instruct","noinstructions","0.0","378","q",38,8,38,39,"typeof bootstrap === ""function""","typeof bootstrap !== ""function""",1,0,"if/test",1
"codellama-34b-instruct","noinstructions","0.0","378","q",50,15,50,41,"typeof ses !== ""undefined""","typeof ses === ""undefined""",12,11,"if/test",1
"codellama-34b-instruct","onemutation","0.0","365","q",38,8,38,39,"typeof bootstrap === ""function""","typeof bootstrap !== ""function""",1,0,"if/test",1
"codellama-34b-instruct","onemutation","0.0","365","q",51,12,51,21,"!ses.ok()","ses.ok()",13,12,"if/test",1
"mixtral-8x7b-instruct","full","0.0","360","q",39,8,39,40,"bootstrap(""promise"", definition)","bootstrap(""promisf"", definition)",5,4,"call/allArgs",1
"mixtral-8x7b-instruct","full","0.0","360","q",150,34,150,35,"0","1",42,41,"call/arg1",1
"codellama-13b-instruct","full","0.0","354","spacl-core",12,8,12,54,"spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) === null","spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) !== null",1,0,"if/test",1
"codellama-13b-instruct","full","0.0","354","spacl-core",29,8,29,37,"spec.match(/^.+\/$/) !== null","spec.match(/^.+\/$/) === null",14,13,"if/test",1
"codellama-34b-instruct","basic","0.0","390","spacl-core",93,12,93,16,"part","'*'",42,41,"switch/discriminant",4
"codellama-34b-instruct","basic","0.0","391","spacl-core",93,12,93,16,"part","'*'",42,41,"switch/discriminant",4
"codellama-34b-instruct","full","0.0","312","spacl-core",12,19,12,44,"/^[a-zA-Z0-9_/:~.$+*-]*$/","/^[a-zA-Z0-9_/:~.$+*-]*$/g",3,2,"call/arg0",1
"codellama-34b-instruct","full","0.0","312","spacl-core",12,19,12,44,"/^[a-zA-Z0-9_/:~.$+*-]*$/","/^[a-zA-Z0-9_/:~.$+*-]*$/i",3,2,"call/arg0",1
"codellama-34b-instruct","full","0.25","348","spacl-core",12,8,12,54,"spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) === null","spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) !== null",1,0,"if/test",1
"codellama-34b-instruct","full","0.25","348","spacl-core",12,19,12,44,"/^[a-zA-Z0-9_/:~.$+*-]*$/","/^[a-zA-Z0-9_/:~.$+*-]*$/g",3,2,"call/arg0",1
"codellama-34b-instruct","full","0.5","319","spacl-core",90,35,90,77,"parts.reduce((acc, seg) => seg + acc, '$')","parts.reduce((acc, seg) => seg + acc, '$')",32,31,"call/allArgs",0
"codellama-34b-instruct","full","0.5","318","spacl-core",12,8,12,54,"spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) === null","spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) !== null",1,0,"if/test",1
"codellama-34b-instruct","full","1.0","341","spacl-core",12,8,12,54,"spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) === null","spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) !== null",1,0,"if/test",1
"codellama-34b-instruct","full","1.0","341","spacl-core",12,8,12,54,"spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) === null","spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) == null",1,0,"if/test",1
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","spacl-core",12,8,12,54,"spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) === null","spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) !== null",1,0,"if/test",1
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","spacl-core",12,19,12,44,"/^[a-zA-Z0-9_/:~.$+*-]*$/","/^[a-zA-Z0-9_/:~.$+*-]*$/g",3,2,"call/arg0",1
"codellama-34b-instruct","noexplanation","0.0","372","spacl-core",12,8,12,54,"spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) === null","spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) !== null",1,0,"if/test",1
"codellama-34b-instruct","noexplanation","0.0","372","spacl-core",12,19,12,44,"/^[a-zA-Z0-9_/:~.$+*-]*$/","/^[a-zA-Z0-9_/:~.$+*-]*$/g",3,2,"call/arg0",1
"codellama-34b-instruct","noinstructions","0.0","378","spacl-core",12,8,12,54,"spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) === null","spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) !== null",1,0,"if/test",1
"codellama-34b-instruct","noinstructions","0.0","378","spacl-core",12,19,12,44,"/^[a-zA-Z0-9_/:~.$+*-]*$/","/^[a-zA-Z0-9_/:~.$*-]*$/",3,2,"call/arg0",1
"codellama-34b-instruct","onemutation","0.0","365","spacl-core",12,8,12,54,"spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) === null","spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) !== null",1,0,"if/test",1
"codellama-34b-instruct","onemutation","0.0","365","spacl-core",12,19,12,44,"/^[a-zA-Z0-9_/:~.$+*-]*$/","/^[a-zA-Z0-9_/:~.$+*-]*$/g",3,2,"call/arg0",1
"mixtral-8x7b-instruct","full","0.0","360","spacl-core",12,19,12,44,"/^[a-zA-Z0-9_/:~.$+*-]*$/","/^[a-zA-Z0-9_/:~.$+*]*$/",3,2,"call/arg0",1
"mixtral-8x7b-instruct","full","0.0","360","spacl-core",39,45,39,48,"'/'","'./'",21,20,"call/arg0",1
"codellama-13b-instruct","full","0.0","354","zip-a-folder",114,12,114,67,"!zipAFolderOptions?.customWriteStream && targetFilePath","zipAFolderOptions?.customWriteStream && targetFilePath",5,4,"if/test",1
"codellama-13b-instruct","full","0.0","354","zip-a-folder",117,16,117,38,"targetBasePath === src","targetBasePath !== src",8,7,"if/test",1
"codellama-34b-instruct","basic","0.0","390","zip-a-folder",117,16,117,38,"targetBasePath === src","targetBasePath !== src",8,7,"if/test",1
"codellama-34b-instruct","basic","0.0","391","zip-a-folder",117,16,117,38,"targetBasePath === src","targetBasePath !== src",8,7,"if/test",1
"codellama-34b-instruct","full","0.0","312","zip-a-folder",40,12,40,60,"o.compression === COMPRESSION_LEVEL.uncompressed","o.compression !== COMPRESSION_LEVEL.uncompressed",1,0,"if/test",1
"codellama-34b-instruct","full","0.0","312","zip-a-folder",74,12,74,60,"o.compression === COMPRESSION_LEVEL.uncompressed","o.compression !== COMPRESSION_LEVEL.uncompressed",4,3,"if/test",1
"codellama-34b-instruct","full","0.25","348","zip-a-folder",40,12,40,60,"o.compression === COMPRESSION_LEVEL.uncompressed","o.compression !== COMPRESSION_LEVEL.uncompressed",1,0,"if/test",1
"codellama-34b-instruct","full","0.25","348","zip-a-folder",114,12,114,67,"!zipAFolderOptions?.customWriteStream && targetFilePath","!zipAFolderOptions?.customWriteStream && !targetFilePath",5,4,"if/test",1
"codellama-34b-instruct","full","0.5","318","zip-a-folder",40,12,40,60,"o.compression === COMPRESSION_LEVEL.uncompressed","o.compression !== COMPRESSION_LEVEL.uncompressed",1,0,"if/test",1
"codellama-34b-instruct","full","0.5","318","zip-a-folder",117,16,117,38,"targetBasePath === src","targetBasePath !== src",8,6,"if/test",1
"codellama-34b-instruct","full","1.0","341","zip-a-folder",114,12,114,67,"!zipAFolderOptions?.customWriteStream && targetFilePath","!zipAFolderOptions?.customWriteStream && !targetFilePath",5,4,"if/test",1
"codellama-34b-instruct","full","1.0","341","zip-a-folder",117,16,117,38,"targetBasePath === src","targetBasePath !== src",8,7,"if/test",1
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","zip-a-folder",40,12,40,60,"o.compression === COMPRESSION_LEVEL.uncompressed","o.compression !== COMPRESSION_LEVEL.uncompressed",1,0,"if/test",1
"codellama-34b-instruct","full","genericsystemprompt-0.0","384","zip-a-folder",74,12,74,60,"o.compression === COMPRESSION_LEVEL.uncompressed","o.compression !== COMPRESSION_LEVEL.uncompressed",4,3,"if/test",1
"codellama-34b-instruct","noexplanation","0.0","372","zip-a-folder",40,12,40,60,"o.compression === COMPRESSION_LEVEL.uncompressed","o.compression !== COMPRESSION_LEVEL.uncompressed",1,0,"if/test",1
"codellama-34b-instruct","noexplanation","0.0","372","zip-a-folder",74,12,74,60,"o.compression === COMPRESSION_LEVEL.uncompressed","o.compression !== COMPRESSION_LEVEL.uncompressed",4,3,"if/test",1
"codellama-34b-instruct","noinstructions","0.0","378","zip-a-folder",117,16,117,38,"targetBasePath === src","targetBasePath !== src",8,7,"if/test",1
"codellama-34b-instruct","noinstructions","0.0","378","zip-a-folder",121,20,121,32,"!isGlob(src)","isGlob(src)",9,8,"if/test",1
"codellama-34b-instruct","onemutation","0.0","365","zip-a-folder",40,12,40,60,"o.compression === COMPRESSION_LEVEL.uncompressed","o.compression !== COMPRESSION_LEVEL.uncompressed",1,0,"if/test",1
"codellama-34b-instruct","onemutation","0.0","365","zip-a-folder",74,12,74,60,"o.compression === COMPRESSION_LEVEL.uncompressed","o.compression !== COMPRESSION_LEVEL.uncompressed",4,3,"if/test",1
"mixtral-8x7b-instruct","full","0.0","360","zip-a-folder",122,50,122,67,"fs.constants.R_OK","fs.constants.X_OK",14,13,"call/arg1",1
"mixtral-8x7b-instruct","full","0.0","360","zip-a-folder",122,50,122,67,"fs.constants.R_OK","fs.constants.F_OK",14,13,"call/arg1",1
