project,fileName,line,column,killed.0.0,survived.0.0,timeout.0.0,replacements.0.0,killed.0.25,survived.0.25,timeout.0.25,replacements.0.25,killed.0.5,survived.0.5,timeout.0.5,replacements.0.5,killed.0.75,survived.0.75,timeout.0.75,replacements.0.75,killed.1.0,survived.1.0,timeout.1.0,replacements.1.0
delta,src/Delta.ts,189,32,2,0,0,"op.insert
op.retain",2,0,0,"op.insert
op.retain",2,0,0,"op.insert
op.retain",,,,,,,,
delta,src/Delta.ts,190,7,3,0,0,"target.pop
target.shift
target.unshift",3,0,0,"target.pop
target.shift
target.unshift",3,0,0,"target.pop
target.unshift
target.shift",,,,,,,,
delta,src/Delta.ts,199,12,3,0,0,"this.ops.reduce((accum, curr, index) => accum + curr.retain)
this.ops.reduce((accum, curr, index) => accum + (curr.retain || 0))
this.ops.reduce((accum, curr, index) => accum + (curr.retain || 1))",2,1,0,"this.ops.reduce(predicate, initialValue + 1)
this.ops.reduce(predicate, initialValue * 2)
this.ops.reduce(predicate, initialValue - 1)",3,0,0,"this.ops.reduce(predicate(accum, curr, index), initialValue)
this.ops.reduce(predicate(accum, curr), initialValue)
this.ops.reduce(predicate(accum, curr, index + 1), initialValue)",,,,,3,0,0,"this.ops.reduce(item => item)
this.ops.reduce(item => item + 1)
this.ops.reduce(item => item * 2)"
delta,src/Delta.ts,199,28,3,0,0,"(accum, curr, index) => accum + curr.retain
(accum, curr, index) => accum + (curr.retain || 0)
(accum, curr, index) => accum + (curr.retain || 1)",2,0,0,"(accum, curr, index) => accum + curr
(accum, curr, index) => accum + curr.length",3,0,0,"(accum, curr, index) => accum + curr.retain
(accum, curr, index) => accum + (curr.retain || 1)
(accum, curr, index) => accum + (curr.retain || 0)",,,,,3,0,0,"false
{}
null"
delta,src/Delta.ts,199,39,1,2,0,"null
undefined
0",1,2,0,"null
undefined
0",1,2,0,"null
undefined
0",,,,,2,1,0,"""string""
null
42"
delta,src/Delta.ts,204,11,1,1,0,"elem.retain
elem.attributes",1,1,0,"elem.retain
elem.attributes",1,1,0,"elem.retain
elem.attributes",,,,,1,1,0,"elem.retain
elem.insert.length"
delta,src/Delta.ts,205,25,3,0,0,"Op.length + 1
Op.length - 1
Op.length * 2",3,0,0,"Op.length + 1
Op.length - 1
Op.length * 2",3,0,0,"Op.length + 1
Op.length - 1
Op.length * 2",,,,,3,0,0,"Op.length > 0
Op.length ^ 2
Op.length <= 1"
delta,src/Delta.ts,205,35,2,0,0,"elem.insert
elem.retain",1,0,1,"elem.retain
elem.insert",1,0,0,elem.retain,,,,,,,,
delta,src/Delta.ts,206,18,3,0,0,"elem.retain
elem.insert
elem.attributes",0,0,1,elem.retain,,,,,,,,,2,0,0,"elem.retain
elem.insert"
delta,src/Delta.ts,215,23,3,0,0,"Op.length + 1
Op.length - 1
Op.length * 2",3,0,0,"Op.length + 1
Op.length - 1
Op.length * 2",3,0,0,"Op.length + 1
Op.length - 1
Op.length * 2",,,,,3,0,0,"Op.length < 0
Op.length <= 0
Op.length === 0"
delta,src/Delta.ts,215,33,2,0,0,"elem.insert
elem.retain",2,0,0,"elem.insert
elem.retain",3,0,0,"42
null
{}",,,,,2,0,0,"lastOp.attributes
this"
delta,src/Delta.ts,223,12,2,0,1,"index <= end && iter.hasNext()
index < end && !iter.hasNext()
index < end || iter.hasNext()",2,0,1,"index <= end && iter.hasNext()
index < end || iter.hasNext()
index < end && !iter.hasNext()",2,0,1,"index <= end && iter.hasNext()
index < end && !iter.hasNext()
index < end || iter.hasNext()",,,,,3,0,0,"index > end && iter.hasNext()
index <= end && iter.hasNext()
index >= end && iter.hasNext()"
delta,src/Delta.ts,225,11,1,0,2,"index <= start
index > start
index >= start",1,0,2,"index > start
index <= start
index >= start",0,0,3,"index < end
index > start
index >= start",,,,,1,0,2,"index <= start
index >= start
index > start"
delta,src/Delta.ts,226,28,3,0,0,"start + index
start * index
start / index",3,0,0,"start + index
start * index
start / index",2,0,1,"start + index
start * index
index - start",,,,,3,0,0,"start + index
start - index - 1
start - index + 1"
delta,src/Delta.ts,228,28,3,0,0,"end - index + 1
end - index - 1
end - index + 2",2,0,1,"end - index - 1
end - index + 1
index - end",2,0,1,"end - index + 1
end - index - 1
end - index * 2",,,,,3,0,0,"end - 1
end + 1
index + 1"
delta,src/Delta.ts,229,18,3,0,0,"null
undefined
newOp",2,0,1,"null
undefined
0",3,0,0,"this.ops[index - 1]
this.ops[index - 2]
this.ops[index + 1]",,,,,3,0,0,"nextOp.invert()
nextOp.negate()
nextOp.fabs()"
delta,src/Delta.ts,231,16,3,0,0,"Op.length + 1
Op.length - 1
Op.length * 2",3,0,0,"Op.length + 1
Op.length - 1
Op.length * 2",3,0,0,"Op.length + 1
Op.length - 1
Op.length * 2",,,,,2,0,0,"0
-1"
delta,src/Delta.ts,231,26,2,0,0,"nextOp.insert
nextOp.retain",2,0,0,"nextOp.insert
nextOp.retain",3,0,0,"this.ops.length
nextOp.attributes
this.ops.slice(index, index + 1)",,,,,3,0,0,"{
  insert: newOp.insert,
  attributes: newOp.attributes
}
{
  insert: lastOp.insert,
  attributes: lastOp.attributes
}
{
  insert: newOp.insert,
  attributes: lastOp.attributes
}"
delta,src/Delta.ts,242,7,1,1,0,"firstOther != null && typeof firstOther.retain === 'number' && firstOther.attributes != null
firstOther != null && typeof firstOther.retain === 'number' && firstOther.attributes == 'foo'",2,0,0,"firstOther != null && typeof firstOther.retain === 'number' && firstOther.attributes != null
firstOther != null && typeof firstOther.retain === 'number' && firstOther.attributes.length > 0",3,0,0,"firstOther != null && typeof firstOther.retain === 'number' && firstOther.attributes != null
firstOther != null && typeof firstOther.retain === 'number' && firstOther.attributes.length > 0
firstOther != null && typeof firstOther.retain === 'number' && firstOther.attributes != undefined",,,,,1,2,0,"typeof firstOther.retain === 'number' && firstOther.attributes != null
typeof firstOther.retain !== 'number' && firstOther.attributes != null
typeof firstOther.retain !== 'number' || firstOther.attributes == null"
delta,src/Delta.ts,248,9,1,2,0,"thisIter.peekType() === 'insert' && thisIter.peekLength() >= firstLeft
thisIter.peekType() === 'insert' && thisIter.peekLength() === firstLeft
thisIter.peekType() === 'insert' && thisIter.peekLength() < firstLeft",1,1,0,"otherIter.peekLength
thisIter.peekLength + otherIter.peekLength",1,2,0,"thisIter.peekType() === 'insert' && thisIter.peekLength() >= firstLeft
thisIter.peekType() === 'insert' && thisIter.peekLength() === firstLeft
thisIter.peekType() === 'insert' && thisIter.peekLength() < firstLeft",,,,,2,0,0,"thisIter.peekData
thisIter.advance"
delta,src/Delta.ts,252,9,3,0,0,"ops.pop
ops.shift
ops.unshift",2,0,1,"ops.pop
ops.shift
ops.unshift",1,0,0,ops.unshift,,,,,,,,
delta,src/Delta.ts,252,18,2,1,0,"thisIter.next(1)
otherIter.next()
thisIter.next(otherIter.peekLength())",2,1,0,"thisIter.next(2)
otherIter.next()
thisIter.next(thisIter.peekLength())",1,2,0,"thisIter.next(1000)
thisIter.next(0)
thisIter.next(-1)",,,,,3,0,0,"thisIter.next(2)
otherIter.next()
otherIter.previous()"
delta,src/Delta.ts,254,11,1,1,0,"firstOther.retain - firstLeft >= 0
firstOther.retain - firstLeft !== 0",1,1,0,"firstOther.retain - firstLeft >= 0
firstOther.retain - firstLeft !== 0",2,1,0,"firstOther.retain - firstLeft < 0
firstOther.retain - firstLeft !== 0
firstOther.retain - firstLeft === 0",,,,,1,2,0,"firstOther.retain > firstLeft
firstOther.retain - firstLeft !== 0
firstOther.retain - firstLeft > 1"
delta,src/Delta.ts,255,24,3,0,0,"firstOther.retain * firstLeft
firstOther.retain + firstLeft
firstOther.retain / firstLeft",3,0,0,"firstOther.retain + firstLeft
firstOther.retain * firstLeft
firstOther.retain / firstLeft",2,0,0,"firstOther.retain + firstLeft
firstOther.retain * firstLeft",,,,,3,0,0,"firstOther.retain + firstLeft
firstOther.retain - 1
firstOther.retain * 0"
delta,src/Delta.ts,259,12,2,0,0,"thisIter.hasNext() && otherIter.hasNext()
thisIter.hasNext() ^ otherIter.hasNext()",2,0,0,"thisIter.hasNext() && otherIter.hasNext()
thisIter.hasNext() ^ otherIter.hasNext()",2,0,0,"thisIter.hasNext || otherIter.hasNext
thisIter.hasNext && otherIter.hasNext",,,,,1,0,0,thisIter.nextIndex < this.ops.length
delta,src/Delta.ts,260,11,0,1,1,"otherIter.peekType() === 'insert' && otherIter.peekLength() > 0
otherIter.peekType() === 'retain'",0,0,2,"otherIter.peekType() !== 'insert'
otherIter.peekType() === 'retain'",2,0,0,"thisIter.peekOp
otherIter.peekOp",,,,,1,0,1,"otherIter.peekLength
thisIter.peekType"
delta,src/Delta.ts,261,20,3,0,0,"otherIter.next(length)
otherIter.next(length - 1)
otherIter.next(length + 1)",3,0,0,"otherIter.next(length - 1)
otherIter.next(length)
otherIter.next(length + 1)",1,0,2,"otherIter.next(length)
otherIter.peek()
otherIter.hasNext()",,,,,,,,
delta,src/Delta.ts,262,18,2,0,1,"otherIter.peekLength
thisIter.peekLength
otherIter.peekType",1,0,1,"thisIter.peekType() === 'insert'
thisIter.peekType() === 'retain'",2,0,1,"thisIter.peekLength
otherIter.peekLength
otherIter.peekType",,,,,3,0,0,"typeof thisIter.peekText === 'string'
typeof thisIter.peekOp === 'object' && thisIter.peekOp.insert
typeof thisIter.peekOp === 'object'"
delta,src/Delta.ts,263,20,0,0,2,"thisIter.peek
otherIter.peek",1,0,2,"otherIter.next()
thisIter.next(length)
otherIter.next(length)",0,0,1,otherIter.next(),,,,,2,0,1,"thisIter.next(length - 1)
thisIter.next(length - 1) + otherIter.next()
otherIter.next()"
delta,src/Delta.ts,265,24,3,0,0,"Math.max
length - 1
length * 2",0,0,1,Math.max,3,0,0,"length - 1
length + 1
length * 2",,,,,1,0,0,Math.max
delta,src/Delta.ts,265,33,3,0,0,"otherIter.peekLength()
thisIter.peekLength() + otherIter.peekLength()
length - otherIter.peekLength()",0,0,3,"otherIter.peekLength()
length - otherIter.peekLength()
Math.min(thisIter.peekLength(), length)",3,0,0,"otherIter.peekLength()
thisIter.peekLength() + otherIter.peekLength()
Math.max(thisIter.peekLength(), otherIter.peekLength())",,,,,3,0,0,"thisIter.peekType()
otherIter.peekType()
length * otherIter.peekLength()"
delta,src/Delta.ts,265,56,3,0,0,"otherIter.peekLength() + 1
otherIter.peekLength() - 1
otherIter.peekLength() * 2",0,0,3,"otherIter.peekLength() + 1
otherIter.peekLength() - 1
otherIter.peekLength() * 2",3,0,0,"thisIter.peekLength()
otherIter.peekLength() + 1
otherIter.peekLength() - 1",,,,,3,0,0,"otherIter.peekLength() + 1
length
math.max(length, otherIter.peekLength())"
delta,src/Delta.ts,266,38,3,0,0,"length + 1
length - 1
length * 2",0,0,3,"length + 1
length - 1
length * 2",3,0,0,"length + 1
length - 1
length * 2",,,,,3,0,0,"length + 1
length - 1
length * 2"
delta,src/Delta.ts,267,40,2,0,1,"0
Math.floor(Math.random() * otherIter.length)
-1",0,0,3,"0
1
length - 1",3,0,0,"length * 2
length - 1
length + 1",,,,,,,,
delta,src/Delta.ts,268,13,1,0,0,null,0,0,1,null,1,0,0,otherOp.insert,,,,,3,0,0,"-otherOp.retain
thisOp
otherOp.insert"
delta,src/Delta.ts,270,15,3,0,0,"typeof thisOp.retain === 'string'
typeof thisOp.retain === 'object'
typeof thisOp.retain === 'function'",0,0,3,"typeof thisOp.retain === 'string'
typeof thisOp.retain === 'object'
typeof thisOp.retain === 'undefined'",3,0,0,"typeof thisOp.retain === 'string'
thisOp.retain === null
thisOp.retain !== null",,,,,3,0,0,"typeof thisOp.retain === 'string'
thisOp.retain == null
thisOp.retain === undefined"
delta,src/Delta.ts,274,17,3,0,0,"typeof otherOp.retain === 'string'
typeof otherOp.retain === 'object'
typeof otherOp.retain === 'function'",0,0,3,"typeof otherOp.retain === 'string'
typeof otherOp.retain === 'object'
typeof otherOp.retain === 'undefined'",3,0,0,"typeof otherOp.retain === 'string'
typeof otherOp.retain === 'object'
typeof otherOp.retain === 'function'",,,,,3,0,0,"otherOp.retain === 'retain'
!typeof otherOp.retain
otherOp.retain instanceof Array"
delta,src/Delta.ts,275,19,3,0,0,"thisOp.retain === null
thisOp.retain.length === 0
thisOp.retain !== undefined",0,0,3,"thisOp.retain === null
thisOp.retain === undefined
thisOp.retain === 0",2,1,0,"thisOp.retain === undefined
thisOp.retain === null
thisOp.retain === NaN",,,,,,,,
delta,src/Delta.ts,286,48,3,0,0,"embedType + 1
embedType - 1
embedType * 2",0,0,3,"embedType + 1
embedType - 1
embedType * 2",3,0,0,"embedType = 'image'
embedType = 'video'
embedType = 'link'",,,,,2,0,0,"otherOp.retain
thisOp.retain"
delta,src/Delta.ts,302,15,3,0,0,"attributes && attributes.length > 0
attributes && attributes.length > 1
attributes && attributes.length > 2",,,,,3,0,0,"attributes && attributes.length > 0
attributes && attributes.length > 1
!attributes || attributes.length === 0",,,,,3,0,0,"1
undefined
null"
delta,src/Delta.ts,305,11,3,0,0,"delta.insert
delta.pop
delta.unshift",0,0,2,"delta.insert
delta.retain",2,0,0,"delta.retain
delta.insert",,,,,,,,
delta,src/Delta.ts,309,13,2,0,0,"delta.ops.length > 0
i < delta.ops.length",1,0,1,"delta.ops.length > 0
i % 2 === 0",,,,,,,,,3,0,0,"iter.next()
otherIter.peekType() === 'insert' && otherIter.peekLength() === firstLeft
otherIter.peek().retain"
delta,src/Delta.ts,310,13,2,0,0,"!isEqual
isNotEqual",2,0,0,"!isEqual
isNotEqual",3,0,0,"!isEqual
isNotEqual
isEquivalent",,,,,2,0,0,"!isEqual
isNotEqual"
delta,src/Delta.ts,310,21,0,3,0,"delta.ops[0]
delta.ops[delta.ops.length - 2]
delta.ops[Math.floor(Math.random() * delta.ops.length)]",0,3,0,"delta.ops[delta.ops.length - 2]
delta.ops[0]
delta.ops[Math.floor(Math.random() * delta.ops.length)]",0,3,0,"delta.ops[0]
delta.ops[delta.ops.length - 2]
delta.ops[Math.floor(Math.random() * delta.ops.length)]",,,,,1,2,0,"delta.ops[0]
delta.ops[i]
delta.ops[delta.ops.length - 2]"
delta,src/Delta.ts,313,20,3,0,0,"delta.push
delta.slice
delta.splice",3,0,0,"delta.push
delta.slice
delta.splice",2,0,0,"delta.insert
delta.retain",,,,,,,,
delta,src/Delta.ts,313,33,3,0,0,"this.ops.slice(1)
this.ops.slice(0, -1)
this.ops.slice(1, -1)",3,0,0,"this.ops.slice(1)
this.ops.slice(0, -1)
this.ops.slice(1, -1)",3,0,0,"rest.slice(1)
rest.slice(2)
rest.slice(3)",,,,,3,0,0,"length
toString()
null"
delta,src/Delta.ts,323,22,2,0,0,"otherOp.retain
otherOp.insert",3,0,0,"otherOp.retain
null
undefined",3,0,0,"null
undefined
0",,,,,2,0,0,"null
thisOp"
delta,src/Delta.ts,332,9,2,0,0,"other.ops.length < 0
other.ops.length === 0",2,0,1,"other.ops.length > 1
other.ops.length < 1
other.ops.length === 0",3,0,0,"other.ops.length === 0
other.ops.length > 1
other.ops.length === 1",,,,,2,0,0,"`&& other.ops.length < 0;`
`&& other.ops.length === 0;`"
delta,src/Delta.ts,333,7,3,0,0,"delta.insert
delta.pop
delta.unshift",1,0,2,"delta.insert
delta.concat
delta.retain",3,0,0,"delta.insert
delta.pop
delta.unshift",,,,,2,0,0,"other.push
delta.retain"
delta,src/Delta.ts,333,18,2,1,0,"other.ops[1]
other.ops[other.ops.length - 1]
other.ops[Math.floor(Math.random() * other.ops.length)]",0,0,3,"other.ops[1]
other.ops[0].retain
other.ops[0].insert",3,0,0,"other.ops[1]
other.ops[other.ops.length - 1]
other.ops[Math.floor(Math.random() * other.ops.length)]",,,,,3,0,0,"other.ops[0] + 1
other.ops[0].insert
other.ops[0].retain"
delta,src/Delta.ts,334,36,2,1,0,"other.ops.slice(2)
other.ops.slice(0, 1)
other.ops.slice(1, 2)",2,1,0,"other.ops.pop
other.ops.splice
other.ops.shift",1,0,0,other.ops.length,,,,,3,0,0,"other.ops.slice(2)
other.ops.slice(-1)
[].concat(...other.ops)"
delta,src/Delta.ts,334,52,2,0,0,"-1
Infinity",0,0,2,"-1
null",,,,,,,,,1,0,0,0
delta,src/Delta.ts,340,9,3,0,0,"this.ops !== other.ops
this.ops.length !== other.ops.length
this.ops.length === other.ops.length",0,0,3,"this.ops !== other.ops
this.ops.length !== other.ops.length
this.ops.length > other.ops.length",3,0,0,"this.ops !== other.ops
this.ops === other.ops.reverse()
this.ops.length !== other.ops.length",,,,,1,1,0,"this.ops !== other.ops
!other"
delta,src/Delta.ts,346,15,0,3,0,"op.insert !== undefined
op.insert !== null && op.insert !== undefined
op.insert != null && op.insert != undefined",0,0,3,"op.insert !== null
op.insert != undefined
op.insert !== undefined",3,0,0,"op.insert === null
op.insert !== null
op.insert === undefined",,,,,3,0,0,"op.attributes != null
op.attributes === null
op.attributes && op.attributes.length > 0"
delta,src/Delta.ts,355,24,1,2,0,"diff(strings[0], strings[1], strings[0].length)
diff(strings[0], strings[1], null)
diff(strings[1], strings[0], cursor)",0,0,3,"diff(strings[1], strings[0], cursor)
diff(strings[0], strings[1], null)
diff(strings[0], strings[1], strings[0].length)",3,0,0,"diff(strings[1], strings[0], cursor)
diff(strings[0].split(''), strings[1].split(''), cursor)
diff(strings[0].length, strings[1].length, cursor)",,,,,2,1,0,"diff(strings[0], strings[1], cursor + 1)
diff(strings[1], strings[0], cursor)
diff(strings[0], strings[1], false)"
delta,src/Delta.ts,355,29,3,0,0,"strings[1]
strings[0].split('')
strings[0].toLowerCase()",0,0,3,"strings[1]
strings[0].length
strings[0].toLowerCase()",3,0,0,"strings[1]
strings[0].reverse()
strings[0].toLowerCase()",,,,,1,0,0,-strings[0] + strings[1]
delta,src/Delta.ts,355,41,3,0,0,"strings[0]
strings[2]
strings[1].toLowerCase()",2,0,1,"strings[0]
strings[2]
strings[1].length",3,0,0,"strings[0]
strings[2]
strings.length",,,,,3,0,0,"strings[0]
strings[2]
strings[3]"
delta,src/Delta.ts,355,53,0,3,0,"cursor + 1
cursor - 1
cursor * 2",0,3,0,"cursor + 1
cursor * 2
cursor - 1",0,3,0,"cursor + 1
cursor - 1
cursor * 2",,,,,,,,
delta,src/Delta.ts,360,14,3,0,0,"length === 0
length < 0
length > 10",3,0,0,"length < 0
length === 0
length > 10",2,1,0,"length <= 0
length < 0
length !== 0",,,,,2,0,1,"length < 0
majorVersion > 3
null"
delta,src/Delta.ts,364,24,0,3,0,"Math.max
Math.abs
Math.floor",0,3,0,"Math.max
Math.abs
Math.floor",0,3,0,"Math.max
Math.floor
Math.abs",,,,,0,3,0,"Math.max
Math.abs
Math.round"
delta,src/Delta.ts,362,17,0,0,3,"component[1]
component[2]
component[3]",0,0,3,"component[1]
component[2]
component[3]",0,0,3,"component[1]
component[2]
component[3]",,,,,2,0,1,"-component[0] + component[1]
-component[0] + components[0]
-component[0] + components"
delta,src/Delta.ts,364,33,1,2,0,"otherIter.peekLength() + 1
otherIter.peekLength() - 1
otherIter.peekLength() * 2",1,2,0,"otherIter.peekLength() + 1
otherIter.peekLength() - 1
otherIter.peekLength() * 2",1,2,0,"thisIter.peekLength()
otherIter.peekLength() + 1
otherIter.peekLength() - 1",,,,,3,0,0,"otherIter.nextLength
otherIter.peepLength
otherIter.peekLength = 0"
delta,src/Delta.ts,364,57,0,2,1,"length + 1
length * 2
length - 1",0,2,1,"length + 1
length - 1
length * 2",0,2,1,"length + 1
length - 1
length * 2",,,,,0,2,1,"strings[0].length
0
strings[1].length"
delta,src/Delta.ts,365,13,1,0,0,retDelta.insert,2,0,0,"retDelta.insert
retDelta.retain",,,,,,,,,1,0,0,retDelta.insert
delta,src/Delta.ts,365,27,1,2,0,"otherIter.next(opLength - 1)
otherIter.next(opLength + 1)
otherIter.next(opLength * 2)",1,2,0,"otherIter.next(opLength - 1)
otherIter.next(opLength + 1)
otherIter.next(opLength * 2)",3,0,0,"otherIter.peek
otherIter.previous
otherIter.hasNext",,,,,1,2,0,"otherIter.next(opLength * 2)
otherIter.next(opLength + 1)
otherIter.next(opLength - 1)"
delta,src/Delta.ts,368,24,1,2,0,"Math.max
Math.floor
Math.abs",2,1,0,"Math.max
Math.abs
Math.sqrt",2,1,0,"Math.max
Math.abs
Math.sqrt",,,,,0,0,3,"Math.min(0)
Math.min(-1)
Math.min(length - 1)"
delta,src/Delta.ts,368,41,0,3,0,"otherIter.peekLength()
thisIter.peekLength() + 1
otherIter.peekLength() - 1",0,1,2,"otherIter.peekLength()
thisIter.peekLength() + 1
otherIter.peekLength() - 1",2,0,0,"thisIter.peekLength + 1
thisIter.peekLength - 1",,,,,1,1,1,"otherIter.peek().length
0
otherIter.peekLength()"
delta,src/Delta.ts,368,33,1,0,2,"Infinity
0
-1",2,0,1,"length + 1
length * 2
length - 1",0,0,2,"-1
0",,,,,0,0,3,"-1
0
length - 1"
delta,src/Delta.ts,369,27,3,0,0,"opLength + 1
opLength * 2
opLength - 1",3,0,0,"opLength + 1
opLength - 1
opLength * 2",3,0,0,"opLength + 1
opLength - 1
opLength * 2",,,,,3,0,0,"length + 1
length - 1
length === 0 ? 1 : 0"
delta,src/Delta.ts,370,29,3,0,0,"opLength + 1
opLength - 1
opLength * 2",2,0,1,"opLength + 1
opLength - 1
opLength * 2",3,0,0,"length + 1
length - 1
length * 2",,,,,3,0,0,"opLength + 1
opLength - 1
2 * opLength"
delta,src/Delta.ts,370,13,3,0,0,"retDelta.retain
retDelta.push
retDelta.insert",3,0,0,"retDelta.insert
retDelta.retain
retDelta.concat",3,0,0,"retDelta.retain
retDelta.push
retDelta.insert",,,,,3,0,0,"retDelta.insert
retDelta.retain
retDelta.concat"
delta,src/Delta.ts,374,15,1,0,0,otherIter.peekLength,,,,,3,0,0,"otherIter.peekLength
thisIter.peekLength + 1
thisIter.peekLength - 1",,,,,1,0,0,newOp.retain
delta,src/Delta.ts,378,42,3,0,0,"opLength + 1
opLength * 2
opLength - 1",3,0,0,"opLength + 1
opLength - 1
opLength * 2",3,0,0,"opLength + 1
opLength - 1
opLength * 2",,,,,2,1,0,"opLength + 1
opLength - 1
length"
delta,src/Delta.ts,379,44,3,0,0,"opLength - 1
opLength + 1
opLength * 2",3,0,0,"opLength + 1
opLength - 1
opLength * 2",3,0,0,"opLength - 1
opLength + 1
opLength * 2",,,,,2,0,0,"opLength * 2
opLength - 1"
delta,src/Delta.ts,380,17,3,0,0,"isNotEqual
isGreaterThan
isLessThan",0,0,1,isNotEqual,2,0,0,"isNotEqual
isNotIdentical",,,,,2,0,0,"isNotEqual
isNotIdentical"
delta,src/Delta.ts,380,40,1,0,0,otherOp.retain,0,0,2,"otherOp.retain
otherOp.attributes",1,0,0,null,,,,,3,0,0,"thisOp.insert
otherOp.insert.length
null"
delta,src/Delta.ts,380,25,1,0,0,null,0,0,1,null,1,0,0,thisOp.retain,,,,,3,0,0,"thisOp[action].unsigned
thisOp[action]
thisOp[action].sepone"
delta,src/Delta.ts,383,35,3,0,0,"thisOp.retain
null
otherOp.attributes",0,0,3,"otherOp.attributes
null
undefined",3,0,0,"otherOp.attributes
thisOp.retain
otherOp.retain",,,,,2,0,0,"thisOp.retain
null"
delta,src/Delta.ts,383,54,2,0,0,"otherOp.retain
otherOp.insert",0,0,2,"otherOp.retain
otherOp.insert",3,0,0,"null
undefined
{}",,,,,3,0,0,"otherOp !== 42
otherOp === 42
otherOp.attributes[otherOp.retain]"
delta,src/Delta.ts,386,15,2,0,0,"retDelta.concat
retDelta.retain",1,0,1,"retDelta.retain
retDelta.insert",2,0,0,"retDelta.retain
otherDelta.push",,,,,,,,
delta,src/Delta.ts,386,29,2,0,0,"otherOp.insert
otherOp.retain",3,0,0,"null
undefined
0",2,0,0,"otherOp.insert
otherOp.retain",,,,,,,,
delta,src/Delta.ts,386,45,3,0,0,"opLength + 1
opLength - 1
opLength * 2",3,0,0,"opLength + 1
opLength - 1
opLength * 2",3,0,0,"opLength + 1
opLength - 1
opLength * 2",,,,,3,0,0,"opLength + 1
opLength - 1
opLength * 2"
delta,src/Delta.ts,407,12,2,1,0,"iter.hasNext() && iter.peekLength() > 0
iter.hasNext() || iter.peekLength() > 0
iter.hasNext() && iter.peekLength() > 1",2,0,0,"iter.hasNext() && otherIter.hasNext()
!iter.hasNext() || otherIter.hasNext()",1,1,0,"iter.hasNext() && iter.peekType() !== 'insert'
iter.hasNext() && iter.peekType() !== 'retain'",,,,,2,0,0,"otherIter.hasNext()
otherIter.peekLength() > 0"
delta,src/Delta.ts,408,11,2,0,0,"iter.peekLength() > 0
otherIter.peekType() === 'retain'",2,0,0,"iter.peekLength() > 0
otherIter.peekType() !== 'insert'",3,0,0,"iter.peekType() === 'insert'
iter.peekLength() > 0
otherIter.hasNext()",,,,,1,1,0,"iter.hasNext() && iter.peekType() !== 'insert'
false"
delta,src/Delta.ts,411,22,3,0,0,"iter.next
iter.peekType
iter.peekLength",1,0,0,iter.next,,,,,,,,,3,0,0,"iter.next
iter.peek - 1
iter.peek + 1"
delta,src/Delta.ts,412,21,3,0,0,"0
1
-1",3,0,0,"0
1
-1",3,0,0,"1
null
undefined",,,,,3,0,0,"thisOp.retain + 1
otherOp.retain - 1
thisOp.retain * 2"
delta,src/Delta.ts,412,31,3,0,0,"thisOp.retain
otherOp.retain
delta.retain",3,0,0,"thisOp.retain
otherOp.retain
null",2,0,0,"thisOp.retain
otherOp.retain",,,,,3,0,0,"null
undefined
0"
delta,src/Delta.ts,415,13,1,0,0,thisOp.insert.length,3,0,0,"otherOp.insert.indexOf
thisOp.insert.lastIndexOf
thisOp.insert.length",2,0,0,"thisOp.insert.length
otherOp.insert.length",,,,,2,0,0,"thisOp.insert.indexOf(start, newline)
thisOp.insert.indexOf(newline, end)"
delta,src/Delta.ts,415,35,3,0,0,"'\r\n'
'\n\r'
'\r'",3,0,0,"'\r\n'
'\r'
'\n\r'",3,0,0,"'\r\n'
'\r'
' '",,,,,2,1,0,"'\\n'
'\n'
'hello'"
delta,src/Delta.ts,415,44,3,0,0,"start + 1
start - 1
start * 2",3,0,0,"start + 1
start + end
end - 1",3,0,0,"start + 1
start * 2
start / 2",,,,,,,,
delta,src/Delta.ts,417,11,3,0,0,"index > 0
index >= 0
index != 0",3,0,0,"index > 0
index === 0
index !== 0",3,0,0,"index > 0
baseIndex < 0
i < 0",,,,,3,0,0,"index <= 0
index != 0
base.ptr > 0"
delta,src/Delta.ts,418,9,2,0,0,"line.insert
line.retain",3,0,0,"line.insert
line.pop
line.shift",2,0,0,"line.retain
line.insert",,,,,3,0,0,"unlink.push
iter.push
inverted.push"
delta,src/Delta.ts,418,19,0,2,1,"iter.next(2)
iter.next(0)
iter.next(-1)",0,3,0,"iter.next(2)
iter.next(iter.peekLength())
iter.next(iter.peekLength() - 1)",1,1,1,"iter.next(2)
iter.next('foo')
iter.next(-1)",,,,,1,0,0,iter.hasPrevious
delta,src/Delta.ts,419,18,2,1,0,"index < 0
index !== 0
index === 0",2,1,0,"index < 0
index === 0
index !== 0",2,1,0,"index < 0
index >= 0
index > 1",,,,,2,0,0,"index < 1
length === 0"
delta,src/Delta.ts,420,9,2,0,0,"line.retain
line.insert",2,0,0,"line.retain
line.insert",,,,,,,,,,,,
delta,src/Delta.ts,420,19,3,0,0,"iter.next(index + 1)
iter.next(index - 1)
iter.next(index * 2)",3,0,0,"iter.next(index + 1)
iter.next(index - 1)
iter.next(index * 2)",3,0,0,"iter.next(index + 1)
iter.next(index - 1)
iter.next(index * 2)",,,,,3,0,0,"this.iter.next(other.iter.next(index))
this.iter.next(other.iter.length)
this.iter.next(other.iter.next(index) + 1)"
